NewName,Author,Family,Order,Class,Phylum,Taxonomy,OrigName,LifeForm,Region,PresentStatus,FirstRecord,FirstRecord_orig,DataQuality,Source,Harvest Point,Region2
Achetaria azurea,,Plantaginaceae,,,Tracheophyta,TPL,Otacanthus azureus,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Caladium bicolor,,Araceae,,,Tracheophyta,TPL,Caladium bicolor,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Clethra lanata,,Clethraceae,,,Tracheophyta,TPL,Clethra lanata,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Cupaniopsis anacardioides,,Sapindaceae,,,Tracheophyta,TPL,Cupaniopsis anacardioides,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Cuphea subuligera,,Lythraceae,,,Tracheophyta,TPL,Cuphea subuligera,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Cymbidium dayanum,,Orchidaceae,,,Tracheophyta,TPL,Cymbidium dayanum,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Dendrobium antennatum,,Orchidaceae,,,Tracheophyta,TPL,Dendrobium antennatum,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Dendrobium crumenatum,,Orchidaceae,,,Tracheophyta,TPL,Dendrobium crumenatum,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Eragrostis dielsii,,Poaceae,,,Tracheophyta,TPL,Eragrostis dielsii,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Escallonia rubra,,Escalloniaceae,,,Tracheophyta,TPL,Escallonia rubra var. macrantha,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Glycine microphylla,,Leguminosae,,,Tracheophyta,TPL,Glycine microphylla,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Guzmania lindenii,,Bromeliaceae,,,Tracheophyta,TPL,Guzmania lindenii,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Guzmania monostachia,,Bromeliaceae,,,Tracheophyta,TPL,Guzmania monostachia,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Kalanchoe beharensis,,Crassulaceae,,,Tracheophyta,TPL,Kalanchoe beharensis,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Megaskepasma erythrochlamys,,Acanthaceae,,,Tracheophyta,TPL,Megaskepasma erythrochlamys,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Phyllanthus acidus,,Phyllanthaceae,,,Tracheophyta,TPL,Phyllanthus acidus,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Platycodon grandiflorus,,Campanulaceae,,,Tracheophyta,TPL,Platycodon grandiflorus,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Polygala lancifolia,,Polygalaceae,,,Tracheophyta,TPL,Polygala virgata,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Poranopsis paniculata,,Convolvulaceae,,,Tracheophyta,TPL,Poranopsis paniculata,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Pyrrosia piloselloides,,Polypodiaceae,,,Tracheophyta,TPL,Pyrrosia piloselloides,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Rauvolfia vomitoria,,Apocynaceae,,,Tracheophyta,TPL,Rauvolfia vomitoria,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Sanchezia parvibracteata,,Acanthaceae,,,Tracheophyta,TPL,Sanchezia parvibracteata,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Solanum villosum,,Solanaceae,,,Tracheophyta,TPL,Solanum villosum,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Sterculia foetida,,Malvaceae,,,Tracheophyta,TPL,Sterculia foetida,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Tabebuia aurea,,Bignoniaceae,,,Tracheophyta,TPL,Tabebuia aurea,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Tabebuia rosea,,Bignoniaceae,,,Tracheophyta,TPL,Tabebuia rosea,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Tabernaemontana litoralis,,Apocynaceae,,,Tracheophyta,TPL,Stemmadenia litoralis,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Tillandsia balbisiana,,Bromeliaceae,,,Tracheophyta,TPL,Tillandsia balbisiana,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Tillandsia bulbosa,,Bromeliaceae,,,Tracheophyta,TPL,Tillandsia bulbosa,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Tillandsia fasciculata,,Bromeliaceae,,,Tracheophyta,TPL,Tillandsia fasciculata,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Tillandsia gardneri,,Bromeliaceae,,,Tracheophyta,TPL,Tillandsia gardneri,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Tillandsia polystachia,,Bromeliaceae,,,Tracheophyta,TPL,Tillandsia polystachia,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Tillandsia recurvata,,Bromeliaceae,,,Tracheophyta,TPL,Tillandsia recurvata,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Tillandsia stricta,,Bromeliaceae,,,Tracheophyta,TPL,Tillandsia stricta,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Vanda tricolor,,Orchidaceae,,,Tracheophyta,TPL,Vanda tricolor,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Zephyranthes minuta,,Amaryllidaceae,,,Tracheophyta,TPL,Zephyranthes grandiflora,Vascular plants,Hawaiian Islands,,2008,2008,,Me,Complete Compiled Publication,Pacific Islands
Albizia niopoides,,Leguminosae,,,Tracheophyta,TPL,Albizia niopoides,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Azadirachta indica,,Meliaceae,,,Tracheophyta,TPL,Azadirachta indica,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Blechnopsis orientale,,Blechnaceae,,,Tracheophyta,TPL,Blechnopsis orientale,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Callitris endlicheri,,Cupressaceae,,,Tracheophyta,TPL,Callitris endlicheri,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Capparidastrum mollicellum,,Capparaceae,,,Tracheophyta,TPL,Capparis mollicella,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Cassia javanica,,Leguminosae,,,Tracheophyta,TPL,Cassia javanica var. indochinensis,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Catalpa longissima,,Bignoniaceae,,,Tracheophyta,TPL,Catalpa longissima,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Cissus repens,,Vitaceae,,,Tracheophyta,TPL,Cissus repens,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Cleome rutidosperma,,Cleomaceae,,,Tracheophyta,TPL,Cleome rutidosperma,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Coccothrinax barbadensis,,Arecaceae,,,Tracheophyta,TPL,Coccothrinax barbadensis,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Cordia alliodora,,Boraginaceae,,,Tracheophyta,TPL,Cordia alliodora,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Cordia lutea,,Boraginaceae,,,Tracheophyta,TPL,Cordia lutea,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Crassula multicava,,Crassulaceae,,,Tracheophyta,TPL,Crassula multicava,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Cryptostegia grandiflora,,Apocynaceae,,,Tracheophyta,TPL,Cryptostegia grandiflora,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Dendrobium mirbelianum,,Orchidaceae,,,Tracheophyta,TPL,Dendrobium mirbelianum,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Deschampsia cespitosa,,Poaceae,,,Tracheophyta,TPL,Deschampsia caespitosa subsp. beringensis,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Dianella caerulea,,Xanthorrhoeaceae,,,Tracheophyta,TPL,Dianella caerulea var. assera,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Epidendrum nocturnum,,Orchidaceae,,,Tracheophyta,TPL,Epidendrum nocturnum,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Erythrina crista-galli,,Leguminosae,,,Tracheophyta,TPL,Erythrina crista-galli,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Eugenia brasiliensis,,Myrtaceae,,,Tracheophyta,TPL,Eugenia brasiliensis,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Euphorbia lactea,,Euphorbiaceae,,,Tracheophyta,TPL,Euphorbia lactea,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Flacourtia indica,,Salicaceae,,,Tracheophyta,TPL,Flacourtia indica,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Fumaria officinalis,,Papaveraceae,,,Tracheophyta,TPL,Fumaria officinalis,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Galium aparine,,Rubiaceae,,,Tracheophyta,TPL,Galium aparine,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Grewia micrantha,,Malvaceae,,,Tracheophyta,TPL,Grewia micrantha,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Ipomoea carnea,,Convolvulaceae,,,Tracheophyta,TPL,Ipomoea carnea subsp. fistulosa,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Jatropha podagrica,,Euphorbiaceae,,,Tracheophyta,TPL,Jatropha podagrica,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Mansoa hymenaea,,Bignoniaceae,,,Tracheophyta,TPL,Mansoa hymenaea,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Paspalum unispicatum,,Poaceae,,,Tracheophyta,TPL,Paspalum unispicatum,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Paulownia tomentosa,,Paulowniaceae,,,Tracheophyta,TPL,Paulownia tomentosa,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Plectranthus neochilus,,Lamiaceae,,,Tracheophyta,TPL,Plectranthus neochilus,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Senna siamea,,Leguminosae,,,Tracheophyta,TPL,Senna siamea,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Senna spectabilis,,Leguminosae,,,Tracheophyta,TPL,Senna spectabilis,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Tabebuia pallida,,Bignoniaceae,,,Tracheophyta,TPL,Tabebuia pallida,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Tarlmounia elliptica,,Compositae,,,Tracheophyta,TPL,Tarlmounia elliptica,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Terminalia melanocarpa,,Combretaceae,,,Tracheophyta,TPL,Terminalia melanocarpa,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Tetrapanax papyrifer,,Araliaceae,,,Tracheophyta,TPL,Tetrapanax papyrifer,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Trifolium campestre,,Leguminosae,,,Tracheophyta,TPL,Trifolium campestre,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Triphasia trifolia,,Rutaceae,,,Tracheophyta,TPL,Triphasia trifolia,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Triplaris weigeltiana,,Polygonaceae,,,Tracheophyta,TPL,Triplaris weigeltiana,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Vriesea sanguinolenta,,Bromeliaceae,,,Tracheophyta,TPL,Werauhia sanguinolenta,Vascular plants,Hawaiian Islands,,2009,2009,,Me,Complete Compiled Publication,Pacific Islands
Cotoneaster pannosus,,Rosaceae,,,Tracheophyta,TPL,Cotoneaster pannosus,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Cupressus lusitanica,,Cupressaceae,,,Tracheophyta,TPL,Cupressus lusitanica,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Dendrobium rhombeum,,Orchidaceae,,,Tracheophyta,TPL,Dendrobium rhombeum,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Disakisperma dubia,,,,,Tracheophyta,TPL,Disakisperma dubia,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Elaeocarpus angustifolius,,Elaeocarpaceae,,,Tracheophyta,TPL,Elaeocarpus angustifolius,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Enterolobium cyclocarpum,,Leguminosae,,,Tracheophyta,TPL,Enterolobium cyclocarpum,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Eucalyptus goniocalyx,,Myrtaceae,,,Tracheophyta,TPL,Eucalyptus goniocalyx,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Euphorbia antiquorum,,Euphorbiaceae,,,Tracheophyta,TPL,Euphorbia antiquorum,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Flemingia macrophylla,,Leguminosae,,,Tracheophyta,TPL,Flemingia macrophylla,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Gliricidia sepium,,Leguminosae,,,Tracheophyta,TPL,Gliricidia sepium,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Inga feuilleei,,Leguminosae,,,Tracheophyta,TPL,Inga feuillei,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Jasminum multiflorum,,Oleaceae,,,Tracheophyta,TPL,Jasminum multiflorum,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Kalanchoe laxiflora,,Crassulaceae,,,Tracheophyta,TPL,Kalanchoe laxiflora,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Liriodendron tulipifera,,Magnoliaceae,,,Tracheophyta,TPL,Liriodendron tulipifera,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Pereskia aculeata,,Cactaceae,,,Tracheophyta,TPL,Pereskia aculeata,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Phyllanthus reticulatus,,Phyllanthaceae,,,Tracheophyta,TPL,Phyllanthus reticulatus,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Phytolacca dioica,,Phytolaccaceae,,,Tracheophyta,TPL,Phytolacca dioica,Vascular plants,Hawaiian Islands,,2010,2010,,Me,Complete Compiled Publication,Pacific Islands
Albizia adianthifolia,,Leguminosae,,,Tracheophyta,TPL,Albizia adianthifolia,Vascular plants,Hawaiian Islands,,2011,2011,,Me,Complete Compiled Publication,Pacific Islands
Ardisia crenata,,Primulaceae,,,Tracheophyta,TPL,Ardisia kusukusensis,Vascular plants,Hawaiian Islands,,2011,2011,,Me,Complete Compiled Publication,Pacific Islands
Chromolaena odorata,,Compositae,,,Tracheophyta,TPL,Chromolaena odorata,Vascular plants,Hawaiian Islands,,2011,2011,,Me,Complete Compiled Publication,Pacific Islands
Cornus kousa,,Cornaceae,,,Tracheophyta,TPL,Cornus kousa,Vascular plants,Hawaiian Islands,,2011,2011,,Me,Complete Compiled Publication,Pacific Islands
Cynanchum gerrardii,,Apocynaceae,,,Tracheophyta,TPL,Cynanchum gerrardii,Vascular plants,Hawaiian Islands,,2011,2011,,Me,Complete Compiled Publication,Pacific Islands
Cyperus aggregatus,,Cyperaceae,,,Tracheophyta,TPL,Cyperus aggregatus,Vascular plants,Hawaiian Islands,,2011,2011,,Me,Complete Compiled Publication,Pacific Islands
Eucalyptus cinerea,,Myrtaceae,,,Tracheophyta,TPL,Eucalyptus cinerea,Vascular plants,Hawaiian Islands,,2011,2011,,Me,Complete Compiled Publication,Pacific Islands
Homalanthus populneus,,Euphorbiaceae,,,Tracheophyta,TPL,Homalanthus populneus,Vascular plants,Hawaiian Islands,,2011,2011,,Me,Complete Compiled Publication,Pacific Islands
Leptochloa panicea,,Poaceae,,,Tracheophyta,TPL,Leptochloa panicea subsp. brachiata,Vascular plants,Hawaiian Islands,,2011,2011,,Me,Complete Compiled Publication,Pacific Islands
Melaleuca armillaris,,Myrtaceae,,,Tracheophyta,TPL,Melaleuca armillaris,Vascular plants,Hawaiian Islands,,2011,2011,,Me,Complete Compiled Publication,Pacific Islands
Melicope elleryana,,Rutaceae,,,Tracheophyta,TPL,Melicope elleryana,Vascular plants,Hawaiian Islands,,2011,2011,,Me,Complete Compiled Publication,Pacific Islands
Pimenta racemosa,,Myrtaceae,,,Tracheophyta,TPL,Pimenta racemosa,Vascular plants,Hawaiian Islands,,2011,2011,,Me,Complete Compiled Publication,Pacific Islands
Schefflera insularum,,Araliaceae,,,Tracheophyta,TPL,Schefflera insularum,Vascular plants,Hawaiian Islands,,2011,2011,,Me,Complete Compiled Publication,Pacific Islands
Silene armeria,,Caryophyllaceae,,,Tracheophyta,TPL,Silene armeria,Vascular plants,Hawaiian Islands,,2011,2011,,Me,Complete Compiled Publication,Pacific Islands
Sophora tomentosa,,Leguminosae,,,Tracheophyta,TPL,Sophora tomentosa,Vascular plants,Hawaiian Islands,,2011,2011,,Me,Complete Compiled Publication,Pacific Islands
Aglaomorpha rigidula,,,,,Tracheophyta,TPL,Aglaomorpha rigidula,Vascular plants,Hawaiian Islands,,2012,2012,,Me,Complete Compiled Publication,Pacific Islands
Castilla elastica,,Moraceae,,,Tracheophyta,TPL,Castilla elastica,Vascular plants,Hawaiian Islands,,2012,2012,,Me,Complete Compiled Publication,Pacific Islands
Dischidia ovata,,Apocynaceae,,,Tracheophyta,TPL,Dischidia ovata,Vascular plants,Hawaiian Islands,,2012,2012,,Me,Complete Compiled Publication,Pacific Islands
Erythrina speciosa,,Leguminosae,,,Tracheophyta,TPL,Erythrina speciosa,Vascular plants,Hawaiian Islands,,2012,2012,,Me,Complete Compiled Publication,Pacific Islands
Euphorbia ingens,,Euphorbiaceae,,,Tracheophyta,TPL,Euphorbia ingens,Vascular plants,Hawaiian Islands,,2012,2012,,Me,Complete Compiled Publication,Pacific Islands
Grewia truncata,,Malvaceae,,,Tracheophyta,TPL,Grewia truncata,Vascular plants,Hawaiian Islands,,2012,2012,,Me,Complete Compiled Publication,Pacific Islands
Guaiacum sanctum,,Zygophyllaceae,,,Tracheophyta,TPL,Guaiacum sanctum,Vascular plants,Hawaiian Islands,,2012,2012,,Me,Complete Compiled Publication,Pacific Islands
Linaria purpurea,,Plantaginaceae,,,Tracheophyta,TPL,Linaria purpurea,Vascular plants,Hawaiian Islands,,2012,2012,,Me,Complete Compiled Publication,Pacific Islands
Pyrrosia longifolia,,Polypodiaceae,,,Tracheophyta,TPL,Pyrrosia longifolia,Vascular plants,Hawaiian Islands,,2012,2012,,Me,Complete Compiled Publication,Pacific Islands
Salvia procurrens,,Lamiaceae,,,Tracheophyta,TPL,Salvia procurrens,Vascular plants,Hawaiian Islands,,2012,2012,,Me,Complete Compiled Publication,Pacific Islands
Spermacoce ocymifolia,,Rubiaceae,,,Tracheophyta,TPL,Spermacoce ocymifolia,Vascular plants,Hawaiian Islands,,2012,2012,,Me,Complete Compiled Publication,Pacific Islands
Tephrosia pumila,,Leguminosae,,,Tracheophyta,TPL,Tephrosia pumila ,Vascular plants,Hawaiian Islands,,2012,2012,,Me,Complete Compiled Publication,Pacific Islands
Annona cherimola,,Annonaceae,,,Tracheophyta,TPL,Annona cherimola,Vascular plants,Hawaiian Islands,,2013,2013,,Me,Complete Compiled Publication,Pacific Islands
Cyclophyllum barbatum,,Rubiaceae,,,Tracheophyta,TPL,Cyclophyllum barbatum,Vascular plants,Hawaiian Islands,,2013,2013,,Me,Complete Compiled Publication,Pacific Islands
Galium parisiense,,Rubiaceae,,,Tracheophyta,TPL,Galium parisiense,Vascular plants,Hawaiian Islands,,2013,2013,,Me,Naturalization Report,Pacific Islands
Hedypnois rhagadioloides,,Compositae,,,Tracheophyta,TPL,Hedypnois rhagadioloides,Vascular plants,Hawaiian Islands,,2013,2013,,Me,Naturalization Report,Pacific Islands
Heteranthera reniformis,,Pontederiaceae,,,Tracheophyta,TPL,Heteranthera reniformis,Vascular plants,Hawaiian Islands,,2013,2013,,Me,Complete Compiled Publication,Pacific Islands
Matricaria discoidea,,Compositae,,,Tracheophyta,TPL,Matricaria discoidea,Vascular plants,Hawaiian Islands,,2013,2013,,Me,Complete Compiled Publication,Pacific Islands
Myrciaria floribunda,,Myrtaceae,,,Tracheophyta,TPL,Myrciaria floribunda,Vascular plants,Hawaiian Islands,,2013,2013,,Me,Complete Compiled Publication,Pacific Islands
Oenothera curtiflora,,Onagraceae,,,Tracheophyta,TPL,Oenothera curtiflora,Vascular plants,Hawaiian Islands,,2013,2013,,Me,Complete Compiled Publication,Pacific Islands
Pittosporum senacia,,Pittosporaceae,,,Tracheophyta,TPL,Pittosporum senacia,Vascular plants,Hawaiian Islands,,2013,2013,,Me,Complete Compiled Publication,Pacific Islands
Rhynchospora inexpansa,,Cyperaceae,,,Tracheophyta,TPL,Rhynchospora inexpansa,Vascular plants,Hawaiian Islands,,2013,2013,,Me,Complete Compiled Publication,Pacific Islands
Sagittaria platyphylla,,Alismataceae,,,Tracheophyta,TPL,Sagittaria platyphylla,Vascular plants,Hawaiian Islands,,2013,2013,,Me,Complete Compiled Publication,Pacific Islands
Trimezia steyermarkii,,Iridaceae,,,Tracheophyta,TPL,Trimezia steyermarkii,Vascular plants,Hawaiian Islands,,2013,2013,,Me,Complete Compiled Publication,Pacific Islands
Aechmea cephaloides,,Bromeliaceae,,,Tracheophyta,TPL,Aechmea cephaloides,Vascular plants,Hawaiian Islands,,2014,2014,,Me,Complete Compiled Publication,Pacific Islands
Ficus religiosa,,Moraceae,,,Tracheophyta,TPL,Ficus religiosa,Vascular plants,Hawaiian Islands,,2014,2014,,Me,Complete Compiled Publication,Pacific Islands
Kalanchoe rotundifolia,,Crassulaceae,,,Tracheophyta,TPL,Kalanchoe rotundifolia,Vascular plants,Hawaiian Islands,,2014,2014,,Me,Complete Compiled Publication,Pacific Islands
Mimusops elengi,,Sapotaceae,,,Tracheophyta,TPL,Mimusops elengi,Vascular plants,Hawaiian Islands,,2014,2014,,Me,Complete Compiled Publication,Pacific Islands
Porophyllum ruderale,,Compositae,,,Tracheophyta,TPL,Porophyllum ruderale,Vascular plants,Hawaiian Islands,,2014,2014,,Me,Complete Compiled Publication,Pacific Islands
Swietenia mahagoni,,Meliaceae,,,Tracheophyta,TPL,Swietenia mahagoni,Vascular plants,Hawaiian Islands,,2014,2014,,Me,Complete Compiled Publication,Pacific Islands
Callicarpa macrophylla,,Lamiaceae,,,Tracheophyta,TPL,Callicarpa macrophylla,Vascular plants,Hawaiian Islands,,2015,2015,,Me,Naturalization Report,Pacific Islands
Chelonanthus alatus,,Gentianaceae,,,Tracheophyta,TPL,Chelonanthus alatus,Vascular plants,Hawaiian Islands,,2015,2015,,Me,Voucher Specimen Label,Pacific Islands
Cinnamomum cassia,,Lauraceae,,,Tracheophyta,TPL,Neolitsea cassia,Vascular plants,Hawaiian Islands,,2015,2015,,Me,Complete Compiled Publication,Pacific Islands
Costus malortieanus,,Costaceae,,,Tracheophyta,TPL,Costus malortieanus,Vascular plants,Hawaiian Islands,,2015,2015,,Me,Complete Compiled Publication,Pacific Islands
Flacourtia zippelii,,Salicaceae,,,Tracheophyta,TPL,Flacourtia zippelii,Vascular plants,Hawaiian Islands,,2015,2015,,Me,Naturalization Report,Pacific Islands
Leucanthemum x_superbum,,,,,Tracheophyta,TPL,Leucanthemum x_superbum,Vascular plants,Hawaiian Islands,,2015,2015,,Me,Complete Compiled Publication,Pacific Islands
Piper divaricatum,,Piperaceae,,,Tracheophyta,TPL,Piper divaricatum,Vascular plants,Hawaiian Islands,,2015,2015,,Me,Naturalization Report,Pacific Islands
Pseudognaphalium attenuatum,,Compositae,,,Tracheophyta,TPL,Pseudognaphalium attenuatum,Vascular plants,Hawaiian Islands,,2015,2015,,Me,Complete Compiled Publication,Pacific Islands
Viola hederacea,,Violaceae,,,Tracheophyta,TPL,Viola hederacea,Vascular plants,Hawaiian Islands,,2015,2015,,Me,Naturalization Report,Pacific Islands
Adiantum trapeziforme,,Pteridaceae,,,Tracheophyta,TPL,Adiantum trapeziforme,Vascular plants,Hawaiian Islands,,2016,2016,,Me,Naturalization Report,Pacific Islands
Alopecurus pratensis,,Poaceae,,,Tracheophyta,TPL,Alopecurus pratensis,Vascular plants,Hawaiian Islands,,2016,2016,,Me,Complete Compiled Publication,Pacific Islands
Arctotheca calendula,,Compositae,,,Tracheophyta,TPL,Arctotheca calendula,Vascular plants,Hawaiian Islands,,2016,2016,,Me,Complete Compiled Publication,Pacific Islands
Cirsium arvense,,Compositae,,,Tracheophyta,TPL,Cirsium arvense,Vascular plants,Hawaiian Islands,,2016,2016,,Me,Naturalization Report,Pacific Islands
